Date,SYMBOL,CLOSE,ML_Prob,Signal,Reason
2025-08-20,TRSM,37.76,0.7691702490440162,HOLD,
2025-08-22,TRSM,43.76,0.7458969894207973,HOLD,
2025-08-27,TRSM,41.43,0.6734751633759746,HOLD,
2025-08-29,TRSM,41.52,0.5820639465216122,HOLD,
2025-09-02,TRSM,47.12,0.7199474010490967,HOLD,
2025-09-04,TRSM,42.01,0.49929569067030033,HOLD,
2025-09-05,TRSM,42.37,0.4809773766251363,HOLD,
2025-09-08,TRSM,46.29,0.6121545678099067,HOLD,
2025-09-09,TRSM,48.11,0.6928387143337883,BUY,LGBM>=0.616 + 2 confirms
2025-09-10,TRSM,48.17,0.6220511788774946,BUY,LGBM>=0.616 + 2 confirms
2025-09-11,TRSM,48.05,0.5839676751107663,HOLD,
2025-09-12,TRSM,47.28,0.4444364175990293,HOLD,
2025-09-15,TRSM,46.15,0.3175380123912569,HOLD,
2025-09-16,TRSM,47.71,0.508843236009783,HOLD,
2025-09-17,TRSM,45.19,0.3971557765328103,HOLD,
2025-09-18,TRSM,46.21,0.4804431213066751,HOLD,
2025-09-19,TRSM,45.39,0.4517700520408382,HOLD,
2025-09-22,TRSM,44.9,0.4681962498405009,HOLD,
2025-09-23,TRSM,44.05,0.32560639451495016,HOLD,
2025-09-24,TRSM,43.85,0.3588751154372306,HOLD,
2025-09-25,TRSM,42.79,0.3094716006165449,HOLD,
2025-09-26,TRSM,44.84,0.3404486489215115,HOLD,
2025-09-29,TRSM,44.51,0.26719157509245695,HOLD,
2025-09-30,TRSM,43.77,0.19116964488814855,HOLD,
2025-10-01,TRSM,43.93,0.16415789607224393,HOLD,
2025-10-02,TRSM,44.45,0.21240074361992503,HOLD,
2025-10-03,TRSM,44.27,0.22800320239428992,HOLD,
2025-10-06,TRSM,43.44,0.19062789894988677,HOLD,
2025-10-07,TRSM,46.17,0.3309206233703131,HOLD,
2025-10-08,TRSM,50.79,0.29722704332529565,HOLD,
2025-10-09,TRSM,55.87,0.5763738993771952,HOLD,
2025-10-10,TRSM,61.46,0.5915916791510287,HOLD,
2025-10-13,TRSM,59.92,0.6374020278409303,HOLD,
2025-10-14,TRSM,54.41,0.4438180507572158,HOLD,
2025-10-15,TRSM,53.08,0.4658368775599931,HOLD,
2025-10-16,TRSM,56.47,0.4723881459748451,HOLD,
2025-10-17,TRSM,56.59,0.41549517945049036,HOLD,
2025-10-20,TRSM,56.8,0.40581510828477363,HOLD,
2025-10-21,TRSM,57.61,0.3962514653074039,HOLD,
2025-10-22,TRSM,63.37,0.5415425271025762,HOLD,
2025-10-23,TRSM,63.86,0.5158967678321623,HOLD,
2025-10-24,TRSM,67.25,0.5100434542465992,HOLD,
2025-10-28,TRSM,65.53,0.4687806495848937,HOLD,
2025-10-29,TRSM,65.27,0.4698203260547896,HOLD,
2025-10-31,TRSM,68.07,0.4884495796603025,HOLD,
2025-11-03,TRSM,68.4,0.4962226457711367,HOLD,
2025-11-04,TRSM,64.67,0.4345313466274146,HOLD,
2025-11-05,TRSM,66.84,0.46242482560528186,HOLD,
2025-11-06,TRSM,66.14,0.3618813638888624,HOLD,
2025-11-07,TRSM,66.83,0.45053091364212133,HOLD,
2025-11-10,TRSM,66.11,0.4094555292712424,HOLD,
2025-11-11,TRSM,63.12,0.40306419616282213,HOLD,
2025-11-12,TRSM,63.32,0.45245818615114297,HOLD,
2025-11-13,TRSM,57.08,0.7028604483595199,BUY,LGBM>=0.616 + 2 confirms
2025-11-14,TRSM,62.69,0.4234771470123328,HOLD,
2025-11-17,TRSM,61.38,0.32885573723592487,HOLD,
2025-11-18,TRSM,57.87,0.4314443265766716,HOLD,
2025-11-19,TRSM,58.17,0.4362219856687823,HOLD,
2025-11-21,TRSM,55.73,0.5549791787668646,HOLD,
2025-11-24,TRSM,54.5,0.6408832763761918,HOLD,
2025-11-25,TRSM,49.05,0.521423383325256,HOLD,
2025-11-26,TRSM,44.15,0.6922699281856157,HOLD,
2025-11-27,TRSM,39.74,0.6356512903461418,HOLD,
2025-11-28,TRSM,35.77,0.4766675761899839,HOLD,
2025-12-01,TRSM,32.19,0.3327812398775872,HOLD,
2025-12-03,TRSM,35.41,0.469618564458386,HOLD,
2025-12-04,TRSM,33.12,0.5706445169426912,HOLD,
2025-12-05,TRSM,36.43,0.6101305867786443,HOLD,
2025-12-08,TRSM,40.07,0.48866744571538184,HOLD,
2025-12-09,TRSM,40.93,0.48714224847044507,HOLD,
2025-12-10,TRSM,39.55,0.5809261789233185,HOLD,
2025-12-11,TRSM,39.5,0.5120343362692519,HOLD,
2025-12-17,TRSM,30.86,0.6266592774711264,HOLD,
2025-12-19,TRSM,25.04,0.6581678995750615,HOLD,
2025-12-22,TRSM,23.31,0.7314108602955552,HOLD,
2025-12-23,TRSM,20.98,0.667600089432082,HOLD,
2025-12-24,TRSM,20.64,0.6919114896180522,HOLD,
2025-12-26,TRSM,20.53,0.6780536665711738,HOLD,
2025-12-29,TRSM,19.59,0.64005560595303,HOLD,
2025-12-30,TRSM,19.26,0.6230984804698706,HOLD,
2025-12-31,TRSM,18.86,0.6145899171036442,HOLD,
2026-01-01,TRSM,20.75,0.6489925772827534,HOLD,
2026-01-02,TRSM,21.46,0.7463607176216419,HOLD,
2026-01-05,TRSM,20.3,0.5775209621771541,HOLD,
2026-01-06,TRSM,19.93,0.48657977409859937,HOLD,
2026-01-07,TRSM,20.85,0.5805628197369889,HOLD,
2026-01-08,TRSM,20.39,0.4498832454923601,HOLD,
